timestamp,ax,ay,az
1479424321979365935,0.0,0.48,10.01
1479424321989383390,0.0,0.42,10.01
1479424321999393480,-0.01,0.43,9.91
1479424322009440697,-0.05,0.47,10.3
1479424322019498073,-0.05,0.53,9.71
1479424322029426524,0.0,0.56,9.42
1479424322039508384,0.05,0.54,9.81
1479424322049515723,0.06,0.49,10.01
1479424322059631461,0.04,0.45,10.01
1479424322070280300,0.1,0.42,10.1
1479424322079626165,0.16,0.43,10.01
1479424322089634667,0.18,0.49,10.01
1479424322099613437,0.21,0.54,9.52
1479424322109635303,0.23,0.56,9.61
1479424322119698275,0.23,0.54,9.61
1479424322129773098,0.22,0.5,10.01
1479424322139695376,0.22,0.45,10.2
1479424322149694128,0.32,0.44,9.61
1479424322159833147,0.4,0.47,9.71
1479424322170504788,0.39,0.49,9.61
1479424322179836354,0.38,0.51,9.91
1479424322189805515,0.37,0.52,9.91
1479424322200094158,0.39,0.51,9.81
1479424322210177927,0.39,0.49,10.01
1479424322220130498,0.36,0.47,10.01
1479424322229883167,0.38,0.45,10.01
1479424322240182363,0.45,0.44,9.71
1479424322249979592,0.48,0.46,10.01
1479424322260003735,0.5,0.49,9.42
1479424322270799801,0.52,0.53,9.22
1479424322280284493,0.56,0.53,9.71
1479424322290404324,0.57,0.51,10.1
1479424322300301315,0.56,0.47,9.91
1479424322310109893,0.58,0.42,9.61
1479424322320339414,0.59,0.4,9.61
1479424322330179944,0.58,0.41,9.81
1479424322340266850,0.57,0.43,10.2
1479424322350513603,0.56,0.45,10.1
1479424322360474352,0.57,0.45,9.71
1479424322371299876,0.57,0.42,9.52
1479424322380266801,0.56,0.37,9.42
1479424322390337463,0.57,0.31,9.71
1479424322400386306,0.61,0.26,10.1
1479424322410363843,0.61,0.27,10.01
1479424322420389631,0.58,0.33,9.81
1479424322430357158,0.54,0.41,9.61
1479424322440406112,0.56,0.42,9.91
1479424322450610986,0.58,0.36,9.71
1479424322460485709,0.55,0.27,9.91
1479424322471351889,0.54,0.22,9.81
1479424322480771788,0.56,0.22,9.81
1479424322490817009,0.58,0.27,9.81
1479424322500769748,0.6,0.32,10.01
1479424322510610292,0.62,0.33,9.52
1479424322520969247,0.62,0.28,9.81
1479424322530680739,0.56,0.22,10.01
1479424322540781129,0.47,0.16,9.52
1479424322550737419,0.46,0.12,9.52
1479424322561025839,0.49,0.12,9.52
1479424322571503973,0.49,0.16,9.71
1479424322580779759,0.47,0.22,9.81
1479424322591054914,0.44,0.28,9.61
1479424322600862739,0.46,0.3,9.81
1479424322611137775,0.5,0.26,9.81
1479424322620908868,0.52,0.17,9.91
1479424322631091100,0.52,0.11,9.61
1479424322640906940,0.48,0.09,9.71
1479424322651003862,0.44,0.13,9.81
1479424322661334359,0.44,0.2,9.71
1479424322671711906,0.48,0.24,9.81
1479424322681212804,0.55,0.24,9.71
1479424322691068172,0.56,0.2,10.2
1479424322701241762,0.5,0.13,10.1
1479424322711183296,0.45,0.08,9.91
1479424322721229599,0.45,0.07,9.81
1479424322731155619,0.48,0.08,9.61
1479424322741237553,0.51,0.13,10.01
1479424322751206945,0.51,0.15,10.01
1479424322761461282,0.54,0.14,10.01
1479424322772036975,0.54,0.11,10.1
1479424322781216939,0.53,0.07,10.01
1479424322791218410,0.52,0.03,10.1
1479424322801529926,0.49,0.02,9.81
1479424322811326767,0.44,0.03,10.2
1479424322821506653,0.41,0.07,10.01
1479424322831408197,0.44,0.11,9.81
1479424322841507914,0.48,0.11,9.71
1479424322851477108,0.48,0.07,10.2
1479424322861467781,0.43,0.02,10.1
1479424322872176890,0.41,0.0,9.91
1479424322881727438,0.4,0.01,9.91
1479424322891612317,0.38,0.05,9.91
1479424322901663617,0.37,0.08,10.1
1479424322911644199,0.4,0.11,9.71
1479424322921665215,0.45,0.09,9.71
1479424322931615163,0.46,0.03,9.71
1479424322941790695,0.42,-0.03,10.1
1479424322951733947,0.39,-0.05,9.91
1479424322961679045,0.37,-0.04,10.01
1479424322972504417,0.37,-0.01,10.01
1479424322981784000,0.37,0.03,9.71
1479424322991731150,0.37,0.06,9.81
1479424323001756539,0.37,0.06,10.01
1479424323011813777,0.34,0.01,9.91
1479424323022145897,0.32,-0.02,9.91
1479424323031829682,0.35,-0.04,9.71
1479424323041920716,0.36,-0.02,9.91
1479424323051927655,0.34,0.03,10.1
1479424323061967263,0.33,0.07,9.71
1479424323072655173,0.35,0.06,10.1
1479424323082037338,0.37,0.03,9.71
1479424323092304741,0.33,-0.02,10.01
1479424323102468535,0.25,-0.08,10.1
1479424323112036827,0.21,-0.09,10.1
1479424323122471898,0.21,-0.06,9.81
1479424323132109277,0.21,-0.03,10.01
1479424323142468926,0.23,0.01,10.01
1479424323152118014,0.3,0.05,9.61
1479424323162524421,0.38,0.03,9.91
1479424323172970046,0.41,-0.03,10.3
1479424323182465749,0.4,-0.1,9.71
1479424323192262405,0.39,-0.1,9.61
1479424323202493699,0.37,-0.07,9.81
1479424323212364011,0.33,-0.04,10.1
1479424323222515458,0.32,0.0,9.91
1479424323232335634,0.37,0.03,10.1
1479424323242446660,0.44,0.0,9.81
1479424323252396257,0.43,-0.06,9.71
1479424323262473900,0.33,-0.12,9.71
1479424323273125219,0.27,-0.16,9.91
1479424323282466352,0.27,-0.16,10.01
1479424323292479977,0.27,-0.13,9.71
1479424323302737115,0.27,-0.06,9.81
1479424323312551860,0.32,0.01,9.71
1479424323322913208,0.38,0.0,9.81
1479424323332658533,0.37,-0.06,9.71
1479424323342970062,0.32,-0.14,9.81
1479424323352628385,0.28,-0.16,9.81
1479424323362657070,0.26,-0.15,9.61
1479424323373417506,0.23,-0.12,9.61
1479424323382798017,0.21,-0.06,9.71
1479424323392695334,0.25,0.0,10.01
1479424323402779316,0.31,0.0,9.71
1479424323412799160,0.34,-0.04,9.81
1479424323422774990,0.32,-0.1,9.91
1479424323432800483,0.3,-0.13,10.01
1479424323442870917,0.27,-0.13,10.01
1479424323453194470,0.23,-0.13,10.01
1479424323462925076,0.23,-0.11,10.01
1479424323473655647,0.31,-0.1,10.2
1479424323483152343,0.4,-0.09,9.81
1479424323492980716,0.42,-0.12,10.3
1479424323502957403,0.35,-0.16,10.2
1479424323513012732,0.31,-0.15,10.1
1479424323523388123,0.3,-0.14,9.91
1479424323533416563,0.27,-0.13,9.91
1479424323543095495,0.26,-0.1,9.81
1479424323553099852,0.3,-0.07,10.01
1479424323563180314,0.37,-0.09,9.61
1479424323573889042,0.39,-0.14,9.71
1479424323583401565,0.35,-0.19,9.81
1479424323593283522,0.35,-0.19,9.91
1479424323603333001,0.37,-0.17,9.91
1479424323613257781,0.31,-0.15,9.81
1479424323623260201,0.24,-0.1,9.81
1479424323633630105,0.26,-0.05,9.91
1479424323643340265,0.37,-0.05,9.61
1479424323653468214,0.41,-0.1,9.81
1479424323663481998,0.33,-0.17,9.61
1479424323674280573,0.25,-0.2,9.81
1479424323683617225,0.25,-0.2,9.71
1479424323693488645,0.26,-0.16,9.71
1479424323703458967,0.25,-0.11,9.52
1479424323713630420,0.26,-0.08,9.52
1479424323723627274,0.31,-0.12,9.81
1479424323733615957,0.31,-0.18,9.71
1479424323743625381,0.25,-0.24,9.52
1479424323753693360,0.22,-0.27,9.81
1479424323763655848,0.22,-0.27,10.01
1479424323774508139,0.18,-0.24,9.71
1479424323783640630,0.12,-0.17,9.42
1479424323793683150,0.13,-0.11,9.61
1479424323803740041,0.18,-0.11,9.81
1479424323813786923,0.19,-0.17,9.52
1479424323823782351,0.19,-0.25,10.01
1479424323833781267,0.23,-0.29,10.4
1479424323843798337,0.24,-0.27,10.1
1479424323853814801,0.19,-0.21,9.81
1479424323863844340,0.12,-0.13,9.61
1479424323874613961,0.09,-0.09,9.61
1479424323883929328,0.1,-0.11,9.52
1479424323893980544,0.11,-0.18,9.91
1479424323903959640,0.08,-0.23,10.01
1479424323914013753,0.08,-0.22,10.1
1479424323923970522,0.11,-0.17,9.91
1479424323934068628,0.14,-0.13,10.2
1479424323944130218,0.19,-0.13,10.01
1479424323954361972,0.18,-0.13,10.4
1479424323964166097,0.09,-0.11,10.1
1479424323974897913,0.0,-0.12,9.71
1479424323984176767,-0.02,-0.16,9.81
1479424323994177191,0.04,-0.2,10.3
1479424324004176973,0.14,-0.21,10.2
1479424324014215304,0.18,-0.2,10.59
1479424324024623231,0.16,-0.13,10.3
1479424324034228408,0.14,-0.04,10.01
1479424324044283479,0.14,0.0,10.01
1479424324054337838,0.08,-0.04,10.2
1479424324064340863,-0.03,-0.12,10.2
1479424324075327057,-0.1,-0.15,10.2
1479424324085614662,-0.1,-0.13,10.4
1479424324095343592,-0.07,-0.07,10.01
1479424324105698459,-0.04,-0.01,10.1
1479424324114456393,0.01,0.02,10.01
1479424324125735544,0.04,-0.01,10.2
1479424324134505577,0.0,-0.1,10.01
1479424324145735954,-0.08,-0.17,9.71
1479424324154623880,-0.12,-0.18,9.91
1479424324166070627,-0.12,-0.14,9.81
1479424324176031333,-0.13,-0.07,10.1
1479424324185772887,-0.12,0.0,10.2
1479424324195618344,-0.07,0.05,9.91
1479424324206002902,0.01,0.05,9.81
1479424324215333918,0.06,0.0,9.61
1479424324225780121,0.02,-0.07,9.71
1479424324235321156,-0.01,-0.1,9.81
1479424324245840914,0.0,-0.08,9.71
1479424324255308696,0.04,-0.02,9.61
1479424324266068108,0.11,0.03,9.71
1479424324276129842,0.19,0.07,9.91
1479424324285778153,0.27,0.07,9.52
1479424324295612511,0.31,0.0,9.81
1479424324305816964,0.26,-0.07,9.81
1479424324315657326,0.19,-0.11,10.01
1479424324325862624,0.18,-0.11,10.1
1479424324335624274,0.18,-0.06,10.1
1479424324345798781,0.18,0.02,9.91
1479424324355344550,0.24,0.09,9.81
1479424324366306336,0.36,0.1,10.1
1479424324376298329,0.43,0.03,9.91
1479424324385797028,0.38,-0.03,10.01
1479424324395317479,0.32,-0.04,9.81
1479424324405807891,0.3,0.0,9.91
1479424324415305770,0.3,0.06,9.81
1479424324425796570,0.32,0.11,9.81
1479424324435330941,0.36,0.12,10.01
1479424324445794512,0.4,0.1,10.3
1479424324455661231,0.4,0.04,10.2
1479424324466053469,0.34,-0.02,10.1
1479424324476088559,0.27,-0.05,10.1
1479424324485794334,0.22,-0.03,10.01
1479424324495612770,0.19,-0.01,9.61
1479424324505816449,0.18,0.02,9.91
1479424324515654260,0.22,0.06,9.91
1479424324526022800,0.31,0.09,9.71
1479424324535509092,0.36,0.1,9.81
1479424324545798011,0.35,0.1,10.1
1479424324555624674,0.33,0.1,9.81
1479424324566029639,0.34,0.1,9.71
1479424324576316425,0.31,0.07,9.52
1479424324585980113,0.24,0.05,9.52
1479424324595925489,0.23,0.05,9.71
1479424324606024328,0.29,0.08,9.52
1479424324616013940,0.35,0.1,9.61
1479424324625772041,0.36,0.1,9.52
1479424324635784991,0.35,0.1,9.61
1479424324646308776,0.34,0.1,9.61
1479424324656298639,0.33,0.1,9.42
1479424324666320727,0.32,0.12,9.42
1479424324676732815,0.33,0.16,9.81
1479424324686051281,0.38,0.17,9.91
1479424324695890897,0.41,0.14,9.71
1479424324706030515,0.38,0.09,9.71
1479424324716357181,0.36,0.06,9.91
1479424324726033013,0.36,0.07,10.1
1479424324736331397,0.38,0.12,9.91
1479424324746010590,0.4,0.18,10.01
1479424324756205147,0.43,0.24,9.81
1479424324766071974,0.5,0.24,9.71
1479424324776802910,0.52,0.17,9.91
1479424324786234806,0.49,0.09,10.1
1479424324796181697,0.44,0.05,10.2
1479424324806280257,0.45,0.07,10.01
1479424324816266818,0.5,0.09,9.71
1479424324826218016,0.51,0.12,9.91
1479424324836363536,0.51,0.17,10.2
1479424324846302499,0.54,0.2,10.01
1479424324856562725,0.56,0.19,10.01
1479424324866279442,0.51,0.13,10.1
1479424324877074124,0.42,0.07,10.1
1479424324886478641,0.4,0.07,10.01
1479424324896547041,0.46,0.1,9.91
1479424324906575247,0.48,0.14,10.01
1479424324916656807,0.5,0.21,9.81
1479424324926563392,0.57,0.23,9.71
1479424324936625009,0.63,0.19,10.01
1479424324946734953,0.61,0.09,10.5
1479424324956833964,0.5,0.02,10.99
1479424324966774486,0.45,0.03,10.5
1479424324977336846,0.48,0.1,10.2
1479424324986734707,0.51,0.18,9.71
1479424324996642902,0.54,0.24,10.2
1479424325007001812,0.61,0.24,10.3
1479424325017095446,0.67,0.18,10.5
1479424325026827895,0.67,0.09,10.1
1479424325036735205,0.65,0.06,10.3
1479424325046729604,0.65,0.09,10.2
1479424325056790352,0.68,0.1,10.3
1479424325066982553,0.66,0.09,10.59
1479424325077922822,0.59,0.12,10.69
1479424325086970538,0.58,0.17,10.5
1479424325097355193,0.64,0.19,10.4
1479424325106971563,0.69,0.15,10.01
1479424325116905572,0.7,0.12,10.1
1479424325126978888,0.71,0.11,10.2
1479424325137229304,0.71,0.12,10.2
1479424325147005380,0.68,0.15,10.1
1479424325157023800,0.66,0.2,10.01
1479424325167473057,0.71,0.24,9.91
1479424325177737035,0.75,0.22,10.2
1479424325187211881,0.71,0.15,9.81
1479424325197443898,0.65,0.07,9.81
1479424325207240265,0.63,0.05,10.4
1479424325217445836,0.62,0.07,9.81
1479424325227207410,0.57,0.11,9.42
1479424325237198722,0.5,0.17,9.42
1479424325247459793,0.5,0.22,9.42
1479424325257238380,0.56,0.19,9.32
1479424325267266785,0.59,0.09,9.71
1479424325278230142,0.58,0.03,9.91
1479424325287468543,0.6,0.04,10.01
1479424325297334890,0.63,0.09,9.42
1479424325307491374,0.62,0.14,9.52
1479424325317619844,0.58,0.17,10.01
1479424325327460663,0.57,0.18,9.91
1479424325337459442,0.57,0.16,9.42
1479424325347508261,0.54,0.1,9.52
1479424325357462546,0.51,0.05,9.61
1479424325367989820,0.51,0.06,9.81
1479424325378782672,0.55,0.09,10.01
1479424325387958168,0.56,0.12,10.01
1479424325397739022,0.56,0.16,10.1
1479424325407693730,0.59,0.19,10.01
1479424325417638001,0.59,0.17,10.01
1479424325427908057,0.53,0.1,9.91
1479424325437682403,0.46,0.01,10.1
1479424325447738325,0.45,0.0,10.2
1479424325457780870,0.51,0.04,10.01
1479424325467843451,0.56,0.11,10.01
1479424325478796065,0.56,0.16,10.2
1479424325488182701,0.57,0.15,10.01
1479424325498109599,0.57,0.09,10.01
1479424325508092897,0.51,0.01,10.01
1479424325517806693,0.41,-0.06,10.01
1479424325528093599,0.34,-0.07,10.1
1479424325537853629,0.38,-0.03,10.1
1479424325547967858,0.43,0.01,9.71
1479424325557898334,0.43,0.07,10.01
1479424325568226633,0.45,0.11,9.52
1479424325578889252,0.48,0.1,9.52
1479424325588209147,0.48,0.03,9.71
1479424325598299153,0.43,-0.03,9.81
1479424325608091627,0.35,-0.04,9.71
1479424325618110736,0.32,0.0,9.91
1479424325628194518,0.33,0.04,9.61
1479424325638178434,0.36,0.09,9.91
1479424325648217503,0.42,0.1,9.91
1479424325658174472,0.47,0.05,9.61
1479424325668511231,0.45,-0.03,9.52
1479424325679049344,0.39,-0.1,9.71
1479424325688616237,0.33,-0.07,9.52
1479424325698307454,0.33,-0.01,9.32
1479424325708332825,0.35,0.01,9.22
1479424325718640235,0.35,0.01,10.1
1479424325728434018,0.39,0.03,10.1
1479424325738412144,0.47,0.02,10.2
1479424325748388324,0.49,-0.03,9.71
1479424325758363950,0.43,-0.09,9.81
1479424325768509314,0.39,-0.11,9.52
1479424325779218245,0.41,-0.09,10.1
1479424325788694584,0.43,-0.06,9.81
1479424325798696388,0.42,-0.02,9.71
1479424325808630105,0.47,0.0,9.71
1479424325818643025,0.57,-0.01,9.91
1479424325828629744,0.59,-0.04,9.42
1479424325838617186,0.54,-0.11,10.01
1479424325848861932,0.46,-0.16,10.2
1479424325858739464,0.41,-0.14,9.81
1479424325868689585,0.41,-0.1,10.1
1479424325879405278,0.41,-0.04,10.01
1479424325888785502,0.47,0.0,10.1
1479424325898927015,0.54,-0.03,10.01
1479424325908784417,0.55,-0.11,9.81
1479424325918806388,0.51,-0.17,9.91
1479424325928855862,0.48,-0.16,10.1
1479424325938853837,0.5,-0.12,10.1
1479424325948863275,0.5,-0.09,9.61
1479424325959317119,0.43,-0.06,9.71
1479424325968932941,0.36,-0.02,9.81
1479424325979689524,0.38,-0.04,10.01
1479424325989037613,0.45,-0.1,9.81
1479424325999023514,0.47,-0.15,9.71
1479424326009006162,0.43,-0.16,10.1
1479424326019049945,0.38,-0.14,10.01
1479424326029361892,0.34,-0.11,9.81
1479424326039145056,0.3,-0.06,9.52
1479424326049215929,0.32,0.0,9.42
1479424326059177031,0.4,0.0,9.42
1479424326069229886,0.42,-0.08,9.61
1479424326079906195,0.39,-0.17,10.2
1479424326089228288,0.38,-0.22,10.01
1479424326099611464,0.42,-0.18,9.81
1479424326109339208,0.46,-0.1,9.42
1479424326119614860,0.45,-0.06,9.12
1479424326129318484,0.41,-0.04,9.42
1479424326139681218,0.38,-0.06,9.81
1479424326149480527,0.31,-0.11,10.01
1479424326159644562,0.25,-0.14,9.61
1479424326169648201,0.26,-0.12,9.32
1479424326180484461,0.33,-0.08,9.71
1479424326189487962,0.42,-0.08,9.91
1479424326199750601,0.45,-0.1,9.71
1479424326209822483,0.44,-0.1,10.1
1479424326219798672,0.46,-0.09,10.01
1479424326229611160,0.49,-0.1,9.32
1479424326239762439,0.46,-0.13,9.42
1479424326249625516,0.39,-0.16,10.1
1479424326259801596,0.37,-0.17,10.2
1479424326269680393,0.42,-0.14,10.1
1479424326280689657,0.44,-0.07,10.01
1479424326289789990,0.44,0.0,10.1
1479424326299923005,0.45,0.0,9.91
1479424326309772502,0.44,-0.07,9.81
1479424326319925261,0.36,-0.16,9.71
1479424326329786453,0.3,-0.21,10.01
1479424326340052513,0.33,-0.19,10.1
1479424326349853819,0.42,-0.12,9.91
1479424326360023874,0.48,-0.07,9.91
1479424326369880970,0.47,-0.05,10.3
1479424326380918568,0.43,-0.06,10.3
1479424326389945589,0.4,-0.1,10.1
1479424326400132867,0.33,-0.15,10.2
1479424326410050910,0.23,-0.17,10.2
1479424326420277490,0.16,-0.17,10.3
1479424326430010611,0.14,-0.14,9.91
1479424326440282116,0.18,-0.1,9.91
1479424326450074182,0.26,-0.07,10.2
1479424326460537394,0.39,-0.04,10.01
1479424326470187894,0.48,-0.05,9.71
1479424326481140161,0.43,-0.11,9.81
1479424326490227890,0.3,-0.17,9.81
1479424326500467150,0.17,-0.19,10.01
1479424326510235302,0.11,-0.17,10.1
1479424326520491243,0.11,-0.11,9.81
1479424326530624993,0.12,-0.05,10.2
1479424326540454951,0.18,-0.03,10.01
1479424326550343263,0.29,-0.07,10.1
1479424326560535064,0.36,-0.15,9.61
1479424326570405771,0.38,-0.2,9.91
1479424326581216848,0.34,-0.19,9.91
1479424326590443675,0.3,-0.14,10.01
1479424326600506247,0.26,-0.1,9.52
1479424326610485933,0.22,-0.06,9.81
1479424326620613466,0.22,-0.05,9.81
1479424326630624821,0.23,-0.08,10.1
1479424326640611600,0.23,-0.11,9.81
1479424326650757755,0.25,-0.1,9.42
1479424326660652121,0.29,-0.07,9.61
1479424326670802169,0.32,-0.05,10.1
1479424326681360050,0.31,-0.04,9.42
1479424326691006504,0.24,-0.06,10.2
1479424326700987821,0.23,-0.09,10.3
1479424326710773426,0.28,-0.13,10.1
1479424326721009305,0.3,-0.16,9.81
1479424326730813391,0.29,-0.17,9.52
1479424326740986064,0.24,-0.17,9.71
1479424326750847654,0.22,-0.17,10.1
1479424326760855167,0.23,-0.17,9.81
1479424326770893029,0.25,-0.14,9.61
1479424326781750492,0.3,-0.08,10.1
1479424326790894688,0.36,-0.06,10.01
1479424326800980726,0.36,-0.11,9.81
1479424326810988833,0.31,-0.2,9.61
1479424326821066338,0.25,-0.26,9.81
1479424326831047590,0.22,-0.26,10.01
1479424326841019871,0.23,-0.2,10.01
1479424326851215614,0.26,-0.13,10.3
1479424326861216377,0.31,-0.07,10.01
1479424326871176604,0.4,-0.07,9.71
1479424326881888476,0.41,-0.14,9.91
1479424326891233051,0.35,-0.23,9.52
1479424326901461238,0.27,-0.25,9.61
1479424326911638822,0.21,-0.21,9.91
1479424326921649058,0.2,-0.16,9.91
1479424326931274838,0.2,-0.13,9.81
1479424326941406592,0.21,-0.13,9.71
1479424326951301885,0.28,-0.18,9.81
1479424326961812658,0.32,-0.27,10.1
1479424326971460543,0.3,-0.32,10.2
1479424326982185624,0.27,-0.28,10.1
1479424326991398823,0.27,-0.19,10.01
1479424327001456908,0.28,-0.1,9.71
1479424327011496661,0.25,-0.06,9.71
1479424327021899908,0.2,-0.05,9.52
1479424327031611303,0.21,-0.08,9.52
1479424327041691242,0.22,-0.14,9.52
1479424327051652733,0.21,-0.21,10.01
1479424327061830444,0.19,-0.22,10.01
1479424327071964126,0.2,-0.18,10.2
1479424327082412462,0.24,-0.13,10.1
1479424327091968479,0.24,-0.08,9.81
1479424327102182015,0.15,-0.04,9.52
1479424327111853113,0.07,-0.01,9.42
1479424327121756441,0.06,-0.03,9.52
1479424327131790573,0.07,-0.07,9.71
1479424327142013195,0.09,-0.09,10.01
1479424327151824244,0.13,-0.07,10.1
1479424327162278537,0.18,-0.06,9.71
1479424327172114500,0.21,-0.06,10.01
1479424327182684518,0.17,-0.07,10.2
1479424327191918338,0.13,-0.09,10.2
1479424327202196885,0.11,-0.12,9.71
1479424327212053761,0.07,-0.16,9.52
1479424327222446970,0.01,-0.17,9.52
1479424327232007478,0.0,-0.13,9.81
1479424327242220845,0.05,-0.07,9.71
1479424327252346139,0.13,-0.02,9.61
1479424327262369675,0.21,-0.01,10.1
1479424327272240313,0.27,0.0,9.52
1479424327282844169,0.25,-0.01,9.52
1479424327292140644,0.14,-0.04,9.52
1479424327302229571,0.02,-0.08,10.01
1479424327312321134,-0.03,-0.11,9.91
1479424327322428597,0.0,-0.1,9.91
1479424327332306430,0.08,-0.06,9.22
1479424327342276762,0.12,-0.01,10.01
1479424327352244570,0.11,0.04,9.91
1479424327362386209,0.09,0.07,10.01
1479424327372490733,0.02,0.04,9.81
1479424327383067811,-0.04,0.0,9.61
1479424327392364466,-0.07,-0.03,9.32
1479424327402383711,-0.07,-0.04,9.81
1479424327412530821,-0.05,-0.05,9.61
1479424327422613074,0.0,-0.06,9.81
1479424327432458764,0.02,-0.03,10.5
1479424327442460182,0.05,0.02,10.2
1479424327452527386,0.07,0.03,10.2
1479424327462855057,0.04,0.0,10.1
1479424327473021589,-0.01,-0.02,10.3
1479424327483299111,-0.04,-0.03,10.1
1479424327492614451,-0.03,-0.02,10.01
1479424327502618695,-0.01,0.0,10.2
1479424327512738393,0.03,0.01,10.1
1479424327522832729,0.09,0.0,10.3
1479424327533008923,0.09,-0.03,10.01
1479424327542781597,0.05,-0.09,10.3
1479424327552736901,0.01,-0.1,10.5
1479424327562842461,0.0,-0.07,10.2
1479424327572925224,0.0,-0.03,10.01
1479424327583628268,0.03,-0.02,9.71
1479424327592862885,0.07,-0.03,10.2
1479424327602956713,0.14,-0.09,10.3
1479424327612906239,0.17,-0.17,10.3
1479424327622986685,0.15,-0.24,10.01
1479424327632943107,0.12,-0.23,10.1
1479424327642980928,0.08,-0.13,9.71
1479424327652979503,0.05,-0.03,9.71
1479424327663057942,0.02,0.03,10.01
1479424327673926084,0.0,0.06,10.01
1479424327683800422,0.0,0.02,10.01
1479424327693105586,0.01,-0.07,10.01
1479424327703113900,0.02,-0.16,9.91
1479424327713109427,0.04,-0.19,10.2
1479424327723512577,0.07,-0.16,10.1
1479424327733228849,0.09,-0.12,9.91
1479424327743236382,0.04,-0.07,9.52
1479424327753238624,-0.05,-0.01,9.81
1479424327763514257,-0.11,0.02,9.91
1479424327773504844,-0.11,-0.01,10.3
1479424327784034252,-0.1,-0.07,10.1
1479424327793359766,-0.05,-0.08,9.81
1479424327803349003,0.0,-0.07,9.91
1479424327813628434,0.02,-0.03,10.3
1479424327823625224,0.02,-0.03,9.71
1479424327833413638,0.0,-0.04,9.91
1479424327843390980,-0.02,-0.04,10.1
1479424327853630690,-0.01,-0.08,9.81
1479424327863610694,0.0,-0.13,9.71
1479424327873930208,0.0,-0.16,9.52
1479424327884279814,0.0,-0.15,9.81
1479424327893614449,-0.03,-0.1,10.01
1479424327903612091,-0.05,-0.02,9.81
1479424327913628768,-0.08,0.01,10.1
1479424327923967709,-0.06,0.0,10.1
1479424327933709725,0.0,-0.08,10.1
1479424327943707426,0.02,-0.17,9.61
1479424327953742133,0.0,-0.19,9.81
1479424327964061272,-0.01,-0.13,10.01
1479424327974030435,0.01,-0.05,9.91
1479424327985729700,0.1,0.0,9.61
1479424327993835345,0.13,0.0,10.1
1479424328003847178,0.1,-0.01,10.1
1479424328013875206,0.07,-0.05,10.2
1479424328024373085,0.06,-0.1,10.01
1479424328034186924,0.06,-0.13,9.81
1479424328044087153,0.07,-0.12,10.3
1479424328053962232,0.07,-0.09,10.59
1479424328064193310,0.09,-0.05,10.2
1479424328074352656,0.11,0.0,10.01
1479424328085806934,0.14,0.01,9.81
1479424328094121504,0.18,0.0,10.1
1479424328105695608,0.2,-0.06,10.01
1479424328114062023,0.2,-0.14,10.01
1479424328124364347,0.17,-0.16,10.1
1479424328134233610,0.13,-0.12,10.2
1479424328144227546,0.13,-0.06,10.01
1479424328154221683,0.15,-0.02,10.2
1479424328164242926,0.17,-0.02,10.2
1479424328174634813,0.18,-0.02,10.2
1479424328186232203,0.18,-0.06,9.81
1479424328194268780,0.16,-0.12,10.2
1479424328204279072,0.17,-0.13,10.01
1479424328214372012,0.18,-0.11,10.1
1479424328225861396,0.19,-0.08,10.3
1479424328234444841,0.21,-0.05,9.61
1479424328245646707,0.22,-0.01,9.52
1479424328254418972,0.25,0.0,9.81
1479424328265704869,0.3,-0.02,10.1
1479424328274539888,0.29,-0.07,9.71
1479424328286463295,0.25,-0.07,9.71
1479424328294635251,0.2,-0.03,9.91
1479424328305776547,0.19,-0.01,9.71
1479424328314615077,0.23,-0.02,9.71
1479424328325782355,0.23,-0.01,9.52
1479424328335333195,0.21,0.0,9.81
1479424328346026709,0.21,0.0,9.71
1479424328355347608,0.21,-0.05,9.42
1479424328365843012,0.21,-0.08,9.61
1479424328375386846,0.2,-0.06,10.2
1479424328386615995,0.21,-0.03,9.91
1479424328395392608,0.24,0.0,9.91
1479424328406015157,0.21,0.03,9.52
1479424328415396966,0.18,0.06,10.01
1479424328426062007,0.2,0.04,9.91
1479424328435344598,0.22,0.0,9.91
1479424328445862108,0.23,-0.03,9.52
1479424328455328706,0.23,-0.05,9.81
1479424328466074269,0.21,-0.02,10.1
1479424328475629378,0.21,0.01,9.71
1479424328486829331,0.21,0.04,9.42
1479424328495352119,0.2,0.05,9.91
1479424328505855590,0.2,0.04,9.81
1479424328515451120,0.2,0.0,9.42
1479424328526129279,0.22,-0.05,10.01
1479424328535364545,0.26,-0.07,10.3
1479424328546037862,0.27,-0.03,10.1
1479424328555377614,0.26,0.01,9.81
1479424328565895789,0.23,0.03,9.71
1479424328575341896,0.21,0.03,9.91
1479424328586829268,0.22,0.01,10.1
1479424328595370915,0.2,-0.01,9.91
1479424328606036288,0.18,-0.02,9.61
1479424328615356281,0.18,-0.01,9.61
1479424328625887678,0.2,0.01,9.81
1479424328635414639,0.22,0.04,9.71
1479424328645857747,0.28,0.04,9.81
1479424328655628841,0.31,0.04,9.61
1479424328666074914,0.3,0.04,9.71
1479424328675849471,0.23,0.03,9.81
1479424328686618208,0.17,0.01,9.71
1479424328695616546,0.18,0.0,9.91
1479424328706057040,0.21,0.0,9.91
1479424328716062046,0.25,0.0,9.71
1479424328726114935,0.27,0.01,9.52
1479424328736110445,0.25,0.01,9.81
1479424328745890150,0.21,0.01,9.91
1479424328755977519,0.19,0.0,9.81
1479424328766054827,0.16,-0.01,9.81
